film_name,wikidata_QID,IMDb_ID,IMDb_URL,IMDb_locations_URL,place,ncg_ID
The Bedroom Window,Q1170252,tt0092627,https://www.imdb.com/title/tt0092627,https://www.imdb.com/title/tt0092627/locations?ref_=tt_ql_sm,Winston-Salem|Carolina Beach,NCG16525|NCG02590
The Birds II: Land's End,Q2337925,tt0109275,https://www.imdb.com/title/tt0109275,https://www.imdb.com/title/tt0109275/locations?ref_=tt_ql_sm,Southport|Wilmington,NCG14304|NCG16454
The Black Phone,Q105584511,tt7144666,https://www.imdb.com/title/tt7144666,https://www.imdb.com/title/tt7144666/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Bleeding,Q7718569,tt1206881,https://www.imdb.com/title/tt1206881,https://www.imdb.com/title/tt1206881/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Butcher's Wife,Q1195550,tt0101523,https://www.imdb.com/title/tt0101523,https://www.imdb.com/title/tt0101523/locations?ref_=tt_ql_sm,Bald Head Island|Cape Lookout National Seashore|Wilmington,NCG02558|NCG16454
The Choice,Q18389443,tt3797868,https://www.imdb.com/title/tt3797868,https://www.imdb.com/title/tt3797868/locations?ref_=tt_ql_sm,Kure Beach|Wrightsville Beach|Wilmington|Masonboro Island,NCG08323|NCG16691|NCG16454
The Clearing,Q488345,tt0331952,https://www.imdb.com/title/tt0331952,https://www.imdb.com/title/tt0331952/locations?ref_=tt_ql_sm,Asheville,NCG00366
The Color Purple,Q223299,tt0088939,https://www.imdb.com/title/tt0088939,https://www.imdb.com/title/tt0088939/locations?ref_=tt_ql_sm,Salisbury|Charlotte|Wadesboro|Lilesville|Marshville|Union County|Anson County|Ansonville,NCG13279|NCG02916|NCG15763|NCG08749|NCG09639|NCG15597|NCG00260|NCG00261
The Confession,Q16651200,tt2317171,https://www.imdb.com/title/tt2317171,https://www.imdb.com/title/tt2317171/locations?ref_=tt_ql_sm,Winston-Salem,NCG16525
The Conjuring,Q5540479,tt1457767,https://www.imdb.com/title/tt1457767,https://www.imdb.com/title/tt1457767/locations?ref_=tt_ql_sm,Currie|Wilmington,NCG03892|NCG16454
The Crow,Q250912,tt0109506,https://www.imdb.com/title/tt0109506,https://www.imdb.com/title/tt0109506/locations?ref_=tt_ql_sm,Wilmington|Castle Hayne,NCG16454|NCG02704
The Dangerous Lives of Altar Boys,Q741378,tt0238924,https://www.imdb.com/title/tt0238924,https://www.imdb.com/title/tt0238924/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Delicate Art of the Rifle,Q7729658,tt0126260,https://www.imdb.com/title/tt0126260,https://www.imdb.com/title/tt0126260/locations?ref_=tt_ql_sm,Raleigh,NCG12430
The Disappointments Room,Q18389573,tt2364897,https://www.imdb.com/title/tt2364897,https://www.imdb.com/title/tt2364897/locations?ref_=tt_ql_sm,Greensboro|Ramseur,NCG06266|NCG12442
The Exorcist III,Q1150596,tt0099528,https://www.imdb.com/title/tt0099528,https://www.imdb.com/title/tt0099528/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Eyes of Tammy Faye,Q73537423,tt9115530,https://www.imdb.com/title/tt9115530,https://www.imdb.com/title/tt9115530/locations?ref_=tt_ql_sm,Charlotte|Mt. Pleasant|Concord,NCG02916|NCG03409
The Face on the Milk Carton,Q7733043,tt0113008,https://www.imdb.com/title/tt0113008,https://www.imdb.com/title/tt0113008/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Foot Fist Way,Q3520940,tt0492619,https://www.imdb.com/title/tt0492619,https://www.imdb.com/title/tt0492619/locations?ref_=tt_ql_sm,Concord,NCG03409
The Fugitive,Q156309,tt0106977,https://www.imdb.com/title/tt0106977,https://www.imdb.com/title/tt0106977/locations?ref_=tt_ql_sm,Bryson City|Tapoco|Blue Ridge Parkway|Dillsboro|Great Smoky Mountains Railroad|Sylva|Blue Ridge Mountains,NCG01990|NCG14975|NCG01546|NCG04276|NCG14927|NCG01545
The Georgetown Project,Q73792046,tt11240348,https://www.imdb.com/title/tt11240348,https://www.imdb.com/title/tt11240348/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Grave,Q7737587,tt0116446,https://www.imdb.com/title/tt0116446,https://www.imdb.com/title/tt0116446/locations?ref_=tt_ql_sm,Cape Fear River|Erwin|Wilmington,NCG02549|NCG04986|NCG16454
The Green Mile,Q208263,tt0120689,https://www.imdb.com/title/tt0120689,https://www.imdb.com/title/tt0120689/locations?ref_=tt_ql_sm,Blowing Rock|Blue Ridge Mountains|Blue Ridge Parkway|Blowing Rock,NCG01533|NCG01545|NCG01546|NCG01533
The Guardian,Q901255,tt0406816,https://www.imdb.com/title/tt0406816,https://www.imdb.com/title/tt0406816/locations?ref_=tt_ql_sm,Elizabeth City,NCG04830
The Handmaid's Tale,Q569189,tt0099731,https://www.imdb.com/title/tt0099731,https://www.imdb.com/title/tt0099731/locations?ref_=tt_ql_sm,Durham|Raleigh|Blue Ridge Mountains,NCG04584|NCG12430|NCG01545
The Hudsucker Proxy,Q313998,tt0110074,https://www.imdb.com/title/tt0110074,https://www.imdb.com/title/tt0110074/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Hunger Games,Q212965,tt1392170,https://www.imdb.com/title/tt1392170,https://www.imdb.com/title/tt1392170/locations?ref_=tt_ql_sm,Shelby|Pisgah National Forest|Asheville|Concord|Charlotte|Hildebran|North Fork Reservoir|Black Mountain|DuPont State Forest|Barnardsville|Cedar Mountain|Triple Falls|Bridal Veil Falls|Henry River Mill Village,NCG13724|NCG11930|NCG00366|NCG03409|NCG02916|NCG07049|NCG01420|NCG00659|NCG02818|NCG15381|NCG01804
The Inkwell,Q7742061,tt0110137,https://www.imdb.com/title/tt0110137,https://www.imdb.com/title/tt0110137/locations?ref_=tt_ql_sm,Rocky Mount|Southport|Wilmington|Swansboro|Kure Beach|Surf City,NCG13021|NCG14304|NCG16454|NCG14893|NCG08323|NCG14847
The Jackal,Q167437,tt0119395,https://www.imdb.com/title/tt0119395,https://www.imdb.com/title/tt0119395/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Killing Jar,Q3521475,tt1270296,https://www.imdb.com/title/tt1270296,https://www.imdb.com/title/tt1270296/locations?ref_=tt_ql_sm,Charlotte,NCG02916
The Last American Hero,Q1199359,tt0070287,https://www.imdb.com/title/tt0070287,https://www.imdb.com/title/tt0070287/locations?ref_=tt_ql_sm,Hickory|Concord|Gastonia,NCG06925|NCG03409|NCG05736
The Last of the Mohicans,Q144483,tt0104691,https://www.imdb.com/title/tt0104691,https://www.imdb.com/title/tt0104691/locations?ref_=tt_ql_sm,Chimney Rock|Blue Ridge Mountains|Hickory Nut Falls|Biltmore Estate|Blue Ridge Parkway|Chimney Rock Park|Linville Falls|Table Rock Mountain|DuPont State Forest|Inspiration Point|Nolichucky River|Lake James|Pisgah National Forest|Dupont Plant Falls|Greenknob Overlook|Reems Creek|Massacre Valley|North Cove|Asheville|Burke County|Weaverville|Toecane District|Bridal Veil Falls|Hooker Falls,NCG03059|NCG01545|NCG06956|NCG01361|NCG01546|NCG08803|NCG14938|NCG10878|NCG08364|NCG11930|NCG12637|NCG10909|NCG00366|NCG02188|NCG16008|NCG01804
The Legacy of a Whitetail Deer Hunter,Q27703179,tt4762824,https://www.imdb.com/title/tt4762824,https://www.imdb.com/title/tt4762824/locations?ref_=tt_ql_sm,Asheville|Weaverville|Brevard,NCG00366|NCG16008|NCG01781
The List,Q7747533,tt0762115,https://www.imdb.com/title/tt0762115,https://www.imdb.com/title/tt0762115/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Locket,Q7747967,tt0327016,https://www.imdb.com/title/tt0327016,https://www.imdb.com/title/tt0327016/locations?ref_=tt_ql_sm,Wilmington|Wilmington|Winnabow,NCG16454|NCG16454|NCG16515
The Longest Ride,Q18151890,tt2726560,https://www.imdb.com/title/tt2726560,https://www.imdb.com/title/tt2726560/locations?ref_=tt_ql_sm,Winston-Salem|Wilmington|Jacksonville|Caswell Beach|Wallace,NCG16525|NCG16454|NCG07756|NCG02712|NCG15816
The Marc Pease Experience,Q3521782,tt0913413,https://www.imdb.com/title/tt0913413,https://www.imdb.com/title/tt0913413/locations?ref_=tt_ql_sm,New Hanover County|Wilmington,NCG10740|NCG16454
The Mutilator,Q7752804,tt0124014,https://www.imdb.com/title/tt0124014,https://www.imdb.com/title/tt0124014/locations?ref_=tt_ql_sm,Atlantic Beach,NCG00402
The Odd Life of Timothy Green,Q193963,tt1462769,https://www.imdb.com/title/tt1462769,https://www.imdb.com/title/tt1462769/locations?ref_=tt_ql_sm,Asheville,NCG00366
The Order of the Black Eagle,Q7755312,tt0199912,https://www.imdb.com/title/tt0199912,https://www.imdb.com/title/tt0199912/locations?ref_=tt_ql_sm,Shelby,NCG13724
The Portrait,Q7757820,tt0107859,https://www.imdb.com/title/tt0107859,https://www.imdb.com/title/tt0107859/locations?ref_=tt_ql_sm,Raleigh,NCG12430
The Private Eyes,Q7758400,tt0081376,https://www.imdb.com/title/tt0081376,https://www.imdb.com/title/tt0081376/locations?ref_=tt_ql_sm,Biltmore Estate,NCG01361
The Program,Q826289,tt0107889,https://www.imdb.com/title/tt0107889,https://www.imdb.com/title/tt0107889/locations?ref_=tt_ql_sm,Durham,NCG04584
The Rage: Carrie 2,Q532461,tt0144814,https://www.imdb.com/title/tt0144814,https://www.imdb.com/title/tt0144814/locations?ref_=tt_ql_sm,Dallas|Charlotte,NCG03947|NCG02916
The Remaining,Q18170334,tt2714380,https://www.imdb.com/title/tt2714380,https://www.imdb.com/title/tt2714380/locations?ref_=tt_ql_sm,Wilmington,NCG16454
The Road to Wellville,Q1999631,tt0111001,https://www.imdb.com/title/tt0111001,https://www.imdb.com/title/tt0111001/locations?ref_=tt_ql_sm,Winnabow|Wilmington,NCG16515|NCG16454
The Secret Life of Bees,Q940387,tt0416212,https://www.imdb.com/title/tt0416212,https://www.imdb.com/title/tt0416212/locations?ref_=tt_ql_sm,Lumberton|Watha|Southport,NCG09404|NCG15959|NCG14304
The Shunning,Q2477192,tt1561770,https://www.imdb.com/title/tt1561770,https://www.imdb.com/title/tt1561770/locations?ref_=tt_ql_sm,Winston-Salem,NCG16525
The Swan,Q466390,tt0049815,https://www.imdb.com/title/tt0049815,https://www.imdb.com/title/tt0049815/locations?ref_=tt_ql_sm,Biltmore Estate,NCG01361
The Trial,Q7770137,tt1264115,https://www.imdb.com/title/tt1264115,https://www.imdb.com/title/tt1264115/locations?ref_=tt_ql_sm,Charlotte|Monroe|Historic Union County Courthouse|Union County,NCG02916|NCG10275|NCG15597
The Ultimate Gift,Q1171648,tt0482629,https://www.imdb.com/title/tt0482629,https://www.imdb.com/title/tt0482629/locations?ref_=tt_ql_sm,Charlotte,NCG02916
The World Made Straight,Q57955839,tt2420166,https://www.imdb.com/title/tt2420166,https://www.imdb.com/title/tt2420166/locations?ref_=tt_ql_sm,Asheville,NCG00366
"Three Billboards Outside Ebbing, Missouri",Q24053277,tt5027774,https://www.imdb.com/title/tt5027774,https://www.imdb.com/title/tt5027774/locations?ref_=tt_ql_sm,Sylva|Black Mountain|Maggie Valley|Dillsboro|Cullowhee|Clyde|Asheville,NCG14927|NCG01420|NCG09489|NCG04276|NCG03871|NCG03245|NCG00366
Three in the Attic,Q7797968,tt0063693,https://www.imdb.com/title/tt0063693,https://www.imdb.com/title/tt0063693/locations?ref_=tt_ql_sm,Chapel Hill,NCG02888
Thunder Road,Q3526060,tt0052293,https://www.imdb.com/title/tt0052293,https://www.imdb.com/title/tt0052293/locations?ref_=tt_ql_sm,Asheville,NCG00366
To Gillian on Her 37th Birthday,Q2269039,tt0117924,https://www.imdb.com/title/tt0117924,https://www.imdb.com/title/tt0117924/locations?ref_=tt_ql_sm,Fort Fisher State Historic Site|Kure Beach|Wilmington|Wrightsville Beach,NCG08323|NCG16454|NCG16691
Track 29,Q3536308,tt0096294,https://www.imdb.com/title/tt0096294,https://www.imdb.com/title/tt0096294/locations?ref_=tt_ql_sm,Wilmington|Wrightsville Beach,NCG16454|NCG16691
Takedown,Q992496,tt0159784,https://www.imdb.com/title/tt0159784,https://www.imdb.com/title/tt0159784/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Trick or Treat,Q1650965,tt0092112,https://www.imdb.com/title/tt0092112,https://www.imdb.com/title/tt0092112/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Tune in Tomorrow,Q1425127,tt0100822,https://www.imdb.com/title/tt0100822,https://www.imdb.com/title/tt0100822/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Tusk,Q15139203,tt3099498,https://www.imdb.com/title/tt3099498,https://www.imdb.com/title/tt3099498/locations?ref_=tt_ql_sm,Charlotte,NCG02916
Two Tickets to Paradise,Q200728,tt0463963,https://www.imdb.com/title/tt0463963,https://www.imdb.com/title/tt0463963/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Uncle Frank,Q78224387,tt11327514,https://www.imdb.com/title/tt11327514,https://www.imdb.com/title/tt11327514/locations?ref_=tt_ql_sm,Wilmington|Burgaw,NCG16454|NCG02179
Underworld: Rise of the Lycans,Q755715,tt0834001,https://www.imdb.com/title/tt0834001,https://www.imdb.com/title/tt0834001/locations?ref_=tt_ql_sm,Roxboro,NCG13168
Unrivaled: Earnhardt vs. Gordon,Q64768299,tt9821246,https://www.imdb.com/title/tt9821246,https://www.imdb.com/title/tt9821246/locations?ref_=tt_ql_sm,Charlotte,NCG02916
USS Christmas,Q109914253,tt13341592,https://www.imdb.com/title/tt13341592,https://www.imdb.com/title/tt13341592/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Vacation,Q18155457,tt1524930,https://www.imdb.com/title/tt1524930,https://www.imdb.com/title/tt1524930/locations?ref_=tt_ql_sm,Charlotte,NCG02916
Virus,Q118914,tt0120458,https://www.imdb.com/title/tt0120458,https://www.imdb.com/title/tt0120458/locations?ref_=tt_ql_sm,Wilmington,NCG16454
War Room,Q19427445,tt3832914,https://www.imdb.com/title/tt3832914,https://www.imdb.com/title/tt3832914/locations?ref_=tt_ql_sm,Charlotte|Concord|Boone|Kannapolis,NCG02916|NCG03409|NCG01651|NCG08089
We're the Millers,Q3566895,tt1723121,https://www.imdb.com/title/tt1723121,https://www.imdb.com/title/tt1723121/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Weeds,Q3795747,tt0094304,https://www.imdb.com/title/tt0094304,https://www.imdb.com/title/tt0094304/locations?ref_=tt_ql_sm,Wilmington|Durham|Lillington,NCG16454|NCG04584|NCG08754
Weekend at Bernie's,Q1545129,tt0098627,https://www.imdb.com/title/tt0098627,https://www.imdb.com/title/tt0098627/locations?ref_=tt_ql_sm,Wrightsville Beach|Southport|Harnett|Kure Beach|Wilmington,NCG16691|NCG14304|NCG06615|NCG08323|NCG16454
Where the Lilies Bloom,Q17049853,tt0072401,https://www.imdb.com/title/tt0072401,https://www.imdb.com/title/tt0072401/locations?ref_=tt_ql_sm,Watauga County|Blowing Rock|Elk Park|Boone|West Jefferson|Lansing|Banner Elk,NCG15928|NCG01533|NCG04846|NCG01651|NCG16117|NCG08476|NCG00617
Winter People,Q2584949,tt0098659,https://www.imdb.com/title/tt0098659,https://www.imdb.com/title/tt0098659/locations?ref_=tt_ql_sm,Asheville|Avery County|Plumtree,NCG00366|NCG00439|NCG11988
Witness Insecurity,Q8028390,tt1663708,https://www.imdb.com/title/tt1663708,https://www.imdb.com/title/tt1663708/locations?ref_=tt_ql_sm,Charlotte|China Grove|Kannapolis|Landis|Lexington|Salisbury,NCG02916|NCG03065|NCG08089|NCG08451|NCG08709|NCG13279
Words on Bathroom Walls,Q56604167,tt8045906,https://www.imdb.com/title/tt8045906,https://www.imdb.com/title/tt8045906/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Year of the Dragon,Q471932,tt0090350,https://www.imdb.com/title/tt0090350,https://www.imdb.com/title/tt0090350/locations?ref_=tt_ql_sm,Wilmington,NCG16454
